elapsed_s,temp_c,power_mw
94.1601128578186,48.0,5080.0
94.41300535202026,48.5,5191.0
94.66564702987671,49.0,5342.0
94.91795611381531,48.5,5453.0
95.17041969299316,49.0,5493.0
95.42585349082947,48.5,5382.0
95.67875003814697,48.5,5453.0
95.93126845359802,49.5,5453.0
96.18413472175598,49.5,5603.0
96.43681144714355,50.0,5422.0
96.68934321403503,49.0,5302.0
96.9419093132019,48.5,4815.0
97.1955919265747,48.0,4775.0
97.44836449623108,48.5,4887.0
97.70086407661438,49.0,4548.0
97.95345449447632,49.0,4927.0
98.2059018611908,49.0,5080.0
98.45832633972168,49.0,5231.0
98.71091508865356,49.5,5342.0
